Chromosome	Physical_Position_Build36(hg18)	Genetic_Map(cM)
chr10	127094511	159.9642774
chr10	127095176	159.9777217
chr10	127098981	159.980078
chr10	127099792	159.9804269
chr10	127102354	159.9810024
chr10	127103908	159.9812773
chr10	127105588	159.9816215
chr10	127105598	159.9816222
chr10	127108323	159.9819437
chr10	127109434	159.9821102
chr10	127110439	159.9825555
chr10	127118640	159.9863163
chr10	127120208	159.9888859
chr10	127121604	159.9904047
chr10	127123376	159.9920874
chr10	127123688	159.9923098
chr10	127124263	159.992462
chr10	127125130	159.9928215
chr10	127125617	159.9930144
chr10	127126501	159.9934476
chr10	127126799	159.9935145
chr10	127129417	159.9950498
chr10	127130202	159.9953417
chr10	127130223	159.9953428
chr10	127131438	159.9956364
chr10	127132796	159.9959933
chr10	127133256	159.9960345
chr10	127133505	159.9960409
chr10	127133942	159.9961361
chr10	127134202	159.9963722
chr10	127136453	160.0078368
chr10	127136726	160.0079761
chr10	127138114	160.0084351
chr10	127138186	160.0084367
chr10	127139804	160.008616
chr10	127141368	160.0087801
chr10	127141397	160.0087819
chr10	127142934	160.0089336
chr10	127145813	160.009911
chr10	127148572	160.0117337
chr10	127152376	160.0122201
chr10	127153671	160.0123511
chr10	127154219	160.0124046
chr10	127155044	160.0124846
chr10	127158147	160.0128429
chr10	127161397	160.0132272
chr10	127164430	160.0135448
chr10	127168477	160.0143166
chr10	127169837	160.0146655
chr10	127170486	160.0149803
chr10	127172257	160.0212618
chr10	127174186	160.0336255
chr10	127187898	160.0611098
chr10	127189953	160.0612822
chr10	127190853	160.061347
chr10	127191653	160.0614028
chr10	127193313	160.0615102
chr10	127193928	160.0636291
chr10	127194219	160.0642884
chr10	127198812	160.0650117
chr10	127199116	160.0650692
chr10	127199511	160.0651625
chr10	127202115	160.065635
chr10	127202596	160.0656947
chr10	127202645	160.0657075
chr10	127203292	160.0659951
chr10	127205922	160.0889792
chr10	127207333	160.0895999
chr10	127210060	160.0905879
chr10	127211514	160.0909498
chr10	127212057	160.0911105
chr10	127214833	160.0918015
chr10	127215325	160.0919211
chr10	127215368	160.0919278
chr10	127215715	160.0920108
chr10	127217717	160.0925096
chr10	127226198	160.0944223
chr10	127226702	160.094644
chr10	127227401	160.094965
chr10	127227439	160.0949766
chr10	127227745	160.0950616
chr10	127227908	160.0950621
chr10	127228071	160.0950623
chr10	127229618	160.0961595
chr10	127230587	160.0980214
chr10	127231551	160.1003547
chr10	127232152	160.1034831
chr10	127234025	160.1207294
chr10	127234516	160.1213271
chr10	127236309	160.1244886
chr10	127237805	160.126473
chr10	127241048	160.1575756
chr10	127241907	160.1775335
chr10	127245363	160.3782099
chr10	127245941	160.4103066
chr10	127246413	160.4128705
chr10	127252437	160.4226331
chr10	127254179	160.4245001
chr10	127254905	160.4248451
chr10	127255364	160.4250732
chr10	127259005	160.4266174
chr10	127260133	160.4270028
chr10	127262591	160.4274037
chr10	127268623	160.4286793
chr10	127269561	160.4288921
chr10	127270099	160.4290077
chr10	127270297	160.4290637
chr10	127270365	160.4290829
chr10	127278280	160.4469379
chr10	127285884	160.4702007
chr10	127285905	160.4702185
chr10	127286135	160.4702318
chr10	127286162	160.4702889
chr10	127286594	160.4737607
chr10	127287028	160.4777014
chr10	127289111	160.4858297
chr10	127290255	160.4866954
chr10	127290502	160.4868164
chr10	127298731	160.4902058
chr10	127298863	160.4902404
chr10	127299815	160.4906774
chr10	127300705	160.4911159
chr10	127304020	160.492877
chr10	127306028	160.4937985
chr10	127306221	160.4938722
chr10	127306303	160.4938908
chr10	127306452	160.4939254
chr10	127307437	160.4945076
chr10	127307512	160.4945282
chr10	127309389	160.5002875
chr10	127310249	160.5010062
chr10	127311812	160.5099475
chr10	127313859	160.5220149
chr10	127315368	160.5259559
chr10	127315443	160.5259591
chr10	127315552	160.5259637
chr10	127318491	160.5266751
chr10	127319497	160.5272175
chr10	127333175	160.5343279
chr10	127335597	160.535251
chr10	127339749	160.5369312
chr10	127339989	160.5369561
chr10	127340191	160.5370277
chr10	127342618	160.5386417
chr10	127346099	160.5408161
chr10	127346344	160.5409157
chr10	127356007	160.5515827
chr10	127359778	160.5554849
chr10	127360902	160.5565458
chr10	127361985	160.5574987
chr10	127362051	160.5575049
chr10	127365300	160.5637335
chr10	127365358	160.5637838
chr10	127366748	160.5916599
chr10	127368983	160.6488884
chr10	127369179	160.6530269
chr10	127375294	160.8733967
chr10	127376829	160.8929526
chr10	127377765	160.8974706
chr10	127378999	160.9005584
chr10	127379786	160.9031072
chr10	127383772	161.0370355
chr10	127384701	161.0381396
chr10	127384735	161.0381396
chr10	127384778	161.0381409
chr10	127385880	161.0384796
chr10	127386965	161.0388012
chr10	127390423	161.0396948
chr10	127392627	161.0401836
chr10	127397679	161.0411826
chr10	127400272	161.0417606
chr10	127400617	161.0418307
chr10	127400736	161.041855
chr10	127404575	161.0425602
chr10	127407571	161.0429056
chr10	127413887	161.0436515
chr10	127415049	161.0437863
chr10	127417107	161.0440155
chr10	127419594	161.0443018
chr10	127422467	161.0446302
chr10	127424824	161.0449547
chr10	127426038	161.0451138
chr10	127426401	161.0451552
chr10	127426764	161.0452074
chr10	127434640	161.0468984
chr10	127441224	161.0486289
chr10	127442044	161.0488571
chr10	127443189	161.0491658
chr10	127444809	161.0495955
chr10	127445020	161.049635
chr10	127445078	161.04964
chr10	127446140	161.0499111
chr10	127448702	161.0506019
chr10	127449084	161.0507019
chr10	127450743	161.0511413
chr10	127450825	161.0511702
chr10	127455338	161.0534403
chr10	127458448	161.0547247
chr10	127459077	161.0549704
chr10	127460712	161.0552262
chr10	127464365	161.0558008
chr10	127465782	161.0560738
chr10	127466313	161.0561412
chr10	127466864	161.0561999
chr10	127471364	161.0566724
chr10	127472940	161.056829
chr10	127473563	161.056872
chr10	127473954	161.0569
chr10	127474643	161.0569526
chr10	127475244	161.0570017
chr10	127481155	161.0574845
chr10	127483404	161.0576382
chr10	127485187	161.0577553
chr10	127485797	161.0577933
chr10	127485822	161.0577942
chr10	127486598	161.0578298
chr10	127488545	161.0579201
chr10	127492337	161.058111
chr10	127493371	161.0581744
chr10	127505059	161.0588683
chr10	127506524	161.0589571
chr10	127508528	161.059078
chr10	127510383	161.0591756
chr10	127510984	161.0592111
chr10	127514602	161.05944
chr10	127518143	161.0597924
chr10	127518257	161.0597951
chr10	127519125	161.0598618
chr10	127521504	161.0599938
chr10	127522504	161.0600532
chr10	127522772	161.0600655
chr10	127524920	161.0601754
chr10	127530311	161.0605137
chr10	127538908	161.0609572
chr10	127551558	161.0615467
chr10	127552365	161.0615917
chr10	127553920	161.061662
chr10	127555017	161.0617146
chr10	127555310	161.061728
chr10	127559065	161.0619124
chr10	127561416	161.0620299
chr10	127562326	161.0620826
chr10	127563451	161.0621523
chr10	127564005	161.0621868
chr10	127570761	161.0626018
chr10	127580339	161.063123
chr10	127586095	161.0634238
chr10	127607498	161.064687
chr10	127616692	161.065194
chr10	127620661	161.065385
chr10	127622475	161.0654719
chr10	127623699	161.0655257
chr10	127630157	161.0660028
chr10	127632266	161.0662257
chr10	127633530	161.0664243
chr10	127639645	161.0674617
chr10	127643071	161.0681383
chr10	127643930	161.0683179
chr10	127646057	161.0687727
chr10	127652965	161.072248
chr10	127658307	161.0742998
chr10	127658477	161.074306
chr10	127658600	161.0743103
chr10	127658741	161.0743743
chr10	127659374	161.0750967
chr10	127660416	161.0751911
chr10	127661855	161.0766156
chr10	127662029	161.0766261
chr10	127665120	161.0768786
chr10	127666188	161.0770263
chr10	127673073	161.078013
chr10	127674772	161.0782261
chr10	127675035	161.0782444
chr10	127675081	161.0782457
chr10	127675313	161.0782524
chr10	127676448	161.0783044
chr10	127677007	161.0783308
chr10	127677666	161.0783598
chr10	127679030	161.0784171
chr10	127679227	161.0784204
chr10	127679306	161.0784226
chr10	127680899	161.0784819
chr10	127683193	161.078567
chr10	127683775	161.0785862
chr10	127687155	161.0787
chr10	127687944	161.0787273
chr10	127687987	161.0787287
chr10	127688017	161.0787296
chr10	127688633	161.0787499
chr10	127688649	161.0787502
chr10	127691801	161.0788457
chr10	127693100	161.0788857
chr10	127695357	161.0789613
chr10	127695394	161.078962
chr10	127696018	161.0789833
chr10	127698859	161.0790987
chr10	127698895	161.0790999
chr10	127700092	161.0791512
chr10	127700304	161.079153
chr10	127701286	161.0792233
chr10	127701490	161.0792361
chr10	127701944	161.0792896
chr10	127702076	161.0793044
chr10	127707841	161.0798694
chr10	127708322	161.0799178
chr10	127709170	161.0800047
chr10	127709203	161.0800056
chr10	127712112	161.0804963
chr10	127712412	161.0805425
chr10	127715105	161.0820773
chr10	127719724	161.0886758
chr10	127719744	161.0886765
chr10	127720350	161.1429
chr10	127721092	161.1488722
chr10	127721187	161.1489943
chr10	127721299	161.1490284
chr10	127721355	161.149047
chr10	127721525	161.1491372
chr10	127723376	161.1590948
chr10	127723699	161.1591691
chr10	127723862	161.1591825
chr10	127724002	161.1591926
chr10	127724706	161.1592754
chr10	127724766	161.1592797
chr10	127725584	161.1593765
chr10	127726296	161.1594583
chr10	127727920	161.1596021
chr10	127728837	161.1596706
chr10	127728908	161.1596759
chr10	127729113	161.1596911
chr10	127729287	161.1596998
chr10	127729623	161.1597217
chr10	127730379	161.1597534
chr10	127731066	161.1597872
chr10	127731134	161.1597905
chr10	127732245	161.1598402
chr10	127732984	161.1598761
chr10	127733038	161.1598782
chr10	127734289	161.1599634
chr10	127734673	161.159992
chr10	127734819	161.1599984
chr10	127735084	161.160025
chr10	127736072	161.1603655
chr10	127736883	161.1606644
chr10	127737962	161.16115
chr10	127738898	161.1902646
chr10	127739588	161.1931394
chr10	127740804	161.1937415
chr10	127742809	161.1945036
chr10	127743199	161.1947023
chr10	127743264	161.1947067
chr10	127743468	161.1947333
chr10	127743975	161.1950151
chr10	127744276	161.1951319
chr10	127745534	161.1974906
chr10	127745944	161.1979974
chr10	127746270	161.1985736
chr10	127746447	161.1985916
chr10	127749324	161.2093243
chr10	127750299	161.2100793
chr10	127752876	161.2117837
chr10	127753353	161.2120832
chr10	127754138	161.212157
chr10	127754947	161.2122224
chr10	127758100	161.2124623
chr10	127758231	161.2124674
chr10	127759535	161.2125495
chr10	127759588	161.2125502
chr10	127762909	161.2127878
chr10	127766326	161.2130256
chr10	127772051	161.2143325
chr10	127772399	161.2144318
chr10	127772905	161.2148165
chr10	127773024	161.2148446
chr10	127774874	161.2157438
chr10	127774926	161.2157508
chr10	127776499	161.2171405
chr10	127776959	161.2172035
chr10	127777002	161.2172044
chr10	127777132	161.2172075
chr10	127778924	161.2175524
chr10	127779588	161.218365
chr10	127780295	161.2186765
chr10	127781174	161.2200305
chr10	127781262	161.2200792
chr10	127784070	161.2229304
chr10	127788060	161.227522
chr10	127788941	161.2279351
chr10	127792333	161.2310552
chr10	127792650	161.2313924
chr10	127794521	161.2335339
chr10	127797161	161.2360551
chr10	127798700	161.2367224
chr10	127798714	161.2367268
chr10	127799396	161.2369645
chr10	127801415	161.2377276
chr10	127804479	161.2450963
chr10	127805521	161.2471712
chr10	127806652	161.2501539
chr10	127806952	161.2506698
chr10	127809778	161.2560942
chr10	127810968	161.2572883
chr10	127812420	161.3582378
chr10	127812687	161.3603449
chr10	127813141	161.3635736
chr10	127813460	161.364394
chr10	127813769	161.3646749
chr10	127813872	161.364727
chr10	127814157	161.3649264
chr10	127814909	161.3657811
chr10	127815888	161.366885
chr10	127816092	161.3672938
chr10	127819294	161.3815258
chr10	127820603	161.3826011
chr10	127823489	161.3830542
chr10	127824556	161.383186
chr10	127825558	161.3833245
chr10	127826099	161.3833889
chr10	127826981	161.3834919
chr10	127827567	161.3836118
chr10	127827831	161.3837137
chr10	127829626	161.3845547
chr10	127831272	161.385263
chr10	127832422	161.3855548
chr10	127833116	161.385659
chr10	127833159	161.3856614
chr10	127833730	161.3858357
chr10	127833746	161.3858378
chr10	127833911	161.3858622
chr10	127834420	161.3866265
chr10	127834703	161.3874004
chr10	127835300	161.3893056
chr10	127835305	161.3893066
chr10	127835422	161.3893358
chr10	127835765	161.4060308
chr10	127836167	161.4098293
chr10	127836659	161.4119695
chr10	127838229	161.4123364
chr10	127838728	161.4123963
chr10	127838770	161.4124052
chr10	127839117	161.4124735
chr10	127839548	161.4125522
chr10	127840046	161.4129366
chr10	127840133	161.4129746
chr10	127840497	161.4133549
chr10	127840619	161.4134429
chr10	127840687	161.4137178
chr10	127841520	161.4354685
chr10	127841933	161.4373879
chr10	127841967	161.4374258
chr10	127842385	161.4385905
chr10	127842711	161.4409937
chr10	127844236	161.4434653
chr10	127844762	161.4450103
chr10	127844879	161.4452293
chr10	127845382	161.4962237
chr10	127845513	161.496471
chr10	127846788	161.5288862
chr10	127846924	161.5290277
chr10	127846948	161.529039
chr10	127847794	161.529932
chr10	127849140	161.5385418
chr10	127850057	161.5414332
chr10	127851848	161.549381
chr10	127851928	161.5494281
chr10	127852916	161.5503041
chr10	127854165	161.5511209
chr10	127856149	161.5522724
chr10	127856245	161.5523191
chr10	127858373	161.552769
chr10	127858734	161.5528502
chr10	127859468	161.55314
chr10	127862818	161.553494
chr10	127864730	161.5537492
chr10	127864810	161.553765
chr10	127865115	161.5538243
chr10	127866923	161.5541754
chr10	127867262	161.5543098
chr10	127869232	161.5548711
chr10	127869846	161.5551357
chr10	127871412	161.5595632
chr10	127875108	161.5603688
chr10	127876145	161.5606088
chr10	127879147	161.5613054
chr10	127880787	161.6084952
chr10	127885088	161.6619129
chr10	127888676	161.6942719
chr10	127890290	161.6954757
chr10	127892517	161.6970401
chr10	127894700	161.698961
chr10	127901523	161.706049
chr10	127901574	161.7060729
chr10	127903558	161.7111632
chr10	127903886	161.7121358
chr10	127905881	161.7149063
chr10	127907423	161.7165647
chr10	127908604	161.7179087
chr10	127910717	161.7203548
chr10	127916703	161.7250494
chr10	127917273	161.7254928
chr10	127918612	161.7261764
chr10	127919705	161.7267175
chr10	127920041	161.7268601
chr10	127920125	161.7268917
chr10	127920713	161.7271491
chr10	127920810	161.7271845
chr10	127922755	161.7276311
chr10	127926652	161.7284239
chr10	127928540	161.7286543
chr10	127928695	161.7286679
chr10	127929760	161.7287839
chr10	127933028	161.7291399
chr10	127933447	161.7291659
chr10	127934583	161.7292429
chr10	127935251	161.7292848
chr10	127935462	161.7292958
chr10	127935898	161.7295441
chr10	127935957	161.7295674
chr10	127935984	161.729578
chr10	127936549	161.7298882
chr10	127936639	161.7298928
chr10	127936848	161.7298954
chr10	127938069	161.7309577
chr10	127938228	161.73096
chr10	127938347	161.7309796
chr10	127941788	161.7315619
chr10	127941816	161.7315619
chr10	127941851	161.7315631
chr10	127942864	161.7320094
chr10	127942891	161.732011
chr10	127942931	161.7320121
chr10	127943087	161.732023
chr10	127943441	161.7322383
chr10	127945783	161.7337035
chr10	127947094	161.7380887
chr10	127948519	161.7524166
chr10	127948888	161.7526407
chr10	127951592	161.7529628
chr10	127952212	161.7530013
chr10	127953084	161.7530569
chr10	127953156	161.7530605
chr10	127954139	161.7531248
chr10	127954849	161.7531747
chr10	127955971	161.7532649
chr10	127957650	161.7533992
chr10	127959257	161.7535175
chr10	127960141	161.7535832
chr10	127960376	161.7535987
chr10	127961048	161.7536571
chr10	127961301	161.7538061
chr10	127961942	161.755535
chr10	127964336	161.7628174
chr10	127964460	161.7628847
chr10	127965012	161.7631713
